SENDER,TEXTS,❤️,😍,💖,🧡,💕,😘,🥰,LOVE.M,LOVE.H,LOVE.B,LOVE.Me,LOVE,😂,EMOS,EMOS.M,EMOS.H,EMOS.B,EMOS.Me,EMOS,!,EXC.M,EXC.H,EXC.B,EXC.Me,CAPS,CAPS.M,CAPS.H,CAPS.B,CAPS.Me,CALL,RELEVANCE
Besties2,Hey ya’ll! I’m going to be 10 - 15 mins late. Just going to shower and cook some dinner\n\nFeel free to hop on a call or start the movie. I’ll catch up!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,https://us02web.zoom.us/j/83326668978?pwd=bGprZjFnOGQxb3NVdHV2OWFyUFZyZz09,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAY
Besties3,https://us02web.zoom.us/j/88242856587?pwd=QzdYT1ZKem1lS2RMNmZoZUZjR0x0QT09,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAY
Besties1,https://us04web.zoom.us/j/76038542994?pwd=dE1vbUZEbUVsVU1SWEs5QktNYTF3dz09,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAY
Besties2,https://zoom.us/j/3538151292?pwd=NlYxeDlxSGVUUHVVN0wrSmx3U0NsUT09,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAY
Besties2,https://zoom.us/j/3538151292?pwd=NlYxeDlxSGVUUHVVN0wrSmx3U0NsUT09,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAY
Me.B,im gettin my toastie🧡🧡,0,0,0,2,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,It’s a plan!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,Its beak is so janky I LOVE IT,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,ITS BEAUTIFUL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,jellllly!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,Join Zoom Meeting\nhttps://us02web.zoom.us/j/84409479292?pwd=czB6eitXUjZaK1M4UFJjc1JJMGRwZz09\n\nMeeting ID: 844 0947 9292\nPasscode: f0nhDr,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAY
Besties3,Join Zoom Meeting\nhttps://us02web.zoom.us/j/84587296794?pwd=aE1SOWJGNU9RWnQ4bUMwTXZwMzV5UT09\n\nMeeting ID: 845 8729 6794\nPasscode: 9QpEB4\n\n\nhttps://redirect.teleparty.com/join/1e045f2ff3c97609,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAY
Me.B,Les do it!! Same me too :’),0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,No kimchi toastie BUT SAMMICH WAS BOMB,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,OMG,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,"Same here! But since we brought up some claymation options.. maybe we’ll go for that\n\nPlus, I think Fantastic Mr Fox is on netflix",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,Should reach in 3 week estimation!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,SO CLOSE YET SO FAR ENJOY,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,STAY
Me.B,"so sorry, pls go & watch first if we are watching something!!",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,SORRY,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,to be continued.. YOUNG PEOPLE UNITE,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,We leave no one behind! We’ll wait for you :) i also might be around 5-10 mins latee,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,we still on for tonight otter squad?!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,WE WAITT,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,Weeew thanks crew! See you an otter time 🦦🙃 heheh,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,Woop woop sounds greeeeat!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,Yes!! 7 again?,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.B,Yess works for meee💕💕 ive missed yalls,0,0,0,0,2,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,#REF!,#REF!,FALSE,STAY
